Ano_Fecha,Nombre_Departamento,AFRO_FAM,AVVRA_FAM,AHE_FAM,AVV40_FAM,DESARRA_FAM,AVV2_FAM,DRPE_FAM,GI_PEE_FAM,FA_DES_FAM,FA_IND_FAM,FA_SIS_FAM,IRR_FAM,PFG_FAM,HAB_MH_FAM,HAB_RUR_FAM,LP_FAM,PDP_FAM,PP_FAM,RESA_FAM,RETOR_FAM,UNIDOS_FAM,FAM_BAN_FAM,EXPUL_FAM,RECEP_FAM,FASAN_SIS_FAM,FASAN_DES_FAM,FASAN_IND_FAM,ICBF_FAM_BIENE_FAM,GPDE_FAM,UNI_PROM_FAM,MFA_UNI_FAM,MFA_SIS_FAM,MFA_DES_FAM,GIV_FAM,MFA_IND_FAM,HAB_FAM,MFA_BAN_FAM,MFA_INS_FAM,GI_IRACA_FAM,ACT_PROS_INV,AVVRA_INV,DESARRA_INV,MUSICA_INV,AHE_INV,AVV40_INV,AVV2_INV,AFRO_INV,DRPE_INV,GI_PEE_INV,FA_DES_INV,FA_IND_INV,FA_SIS_INV,IRR_INV,PFG_INV,GI_CAP_INV,GI_DEI_INV,GI_ICETEX_INV,GI_ICE_INV,GI_MA_INV,GI_MP_INV,GI_OTRAS_INV,GI_PAI_INV,GI_RAI_INV,GI_RIE_INV,GI_TU_INV,GI_TT_INV,GI_SIT_INV,GAM_INV,HAB_MH_INV,HAB_RUR_INV,IPS_INV,LP_INV,OPP_INV,PDP_INV,PE_INV,PP_INV,RESA_INV,UNIDOS_INV,GIV_INV,FASAN_DES_INV,FASAN_SIS_INV,FASAN_IND_INV,NTP_INV,IND1290_INV,AYUHUM_INV,IND418_INV,EN_NNA_INV,GPDE_INV,PI_INV,GI_IRACA_INV,MFA_SIS_INV,MFA_UNI_INV,MFA_DES_INV,LA_INV,MFA_IND_INV,HAB_INV,JEA_INV,DPS_INV,GI_PEE_PER,FA_DES_PER,FA_IND_PER,FA_SIS_PER,MUSICA_PER,GI_CAP_PER,GI_DEI_PER,GI_ICETEX_PER,GI_ICE_PER,GI_MA_PER,GI_MP_PER,GI_OTRAS_PER,GI_PAI_PER,GI_RAI_PER,GI_RIE_PER,GI_SIT_PER,GI_TT_PER,GI_TU_PER,GAM_PER,IPS_PER,LA_PER,PROT_TIER_PER,RETORNO_PER,UNIDOS_PER,GIV_PER,EXPUL_PER,RECEP_PER,FASAN_DES_PER,FASAN_SIS_PER,FASAN_IND_PER,IND418_PER,IND1290_PER,AYU_HUM_PER,ICBF_NN_SIN_EDU_INI_PER,ICBF_GEN_BIENE_PER,ICBF_NNA_PAE_PER,NN_PAI_PER,EN_NNA_PER,GPDE_PER,JEA_REG_PER,MPR_PREOR_PER,MPR_DIS_PER,MPR_COR_PER,MFA_DES_PER,MFA_SIS_PER,MFA_UNI_PER,GI_IRACA_PER,JEA_MAT_PER,JEA_CUP_PER,UNI_COG_PER,MFA_IND_PER,JEA_PER,JEA_ENROL_PER,JEA_PRO_MAT_PER,ACT_PROS_PRO,MUSICA_PRO,DESARRA_PRO,GI_PEE_PRO,GI_CAP_PRO,GI_DEI_PRO,GI_ICETEX_PRO,GI_ICE_PRO,GI_MA_PRO,GI_MP_PRO,GI_OTRAS_PRO,GI_PAI_PRO,GI_RAI_PRO,GI_RIE_PRO,GI_SIT_PRO,GI_TT_PRO,GI_TU_PRO,LA_PRO,OPP_PRO,PROT_TIER_PRO,PP_PRO,GIV_PRO,NTP_PRO,PI_PRO,MPR_COR_PRO,MPR_DIS_PRO,MPR_PREOR_PRO,TOT_INV
2012,NARIÑO,0,0,50468,0,0,0,0,5212,0,0,0,0,0,0,0,0,0,0,2040,0,63414,0,4155,5017,84593,17924,12439,3408,1930,1438,0,0,0,0,0,0,0,0,808,223.943.448,0,0,6.700.317,417.366.358,0,0,0,0,8.391.193.119,0,0,0,0,0,819.131.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9150,0,0,0,76.924.247,0,819.131.892,10816.44,40898.93,6732.2,0,2.800.684.413,30.873.816,6.628.398.908,2.553.945.241,6.865.877.912,0,2060.4,0,0,0,0,0,0,0,8.739.739.054,0,0,0,0,1111,1365,0,0,184,4423,0,0,0,475,1120,0,0,1142,55673,0,0,0,0,229054,8709,13878,16365,32140,146537,19456,580,4590,2733,74047,16236,278247,24783,479,1014,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,3,9,0,0,46,0,0,14,13,0,0,0,3,2,0,0,1,0,15,0,0,79,0,0,0,0,0,0
2011,ANTIOQUIA,0,11495,144680,33,0,85,0,0,0,0,0,0,4190,0,0,0,20,25,1560,0,153100,0,11601,35415,176943,56317,270,0,2100,0,0,0,0,0,0,0,0,0,0,1.358.099.579,212.362.474,0,882.889.504,1.244.366.581,52.223.241,878.138,0,0,0,0,0,0,0,4.827.864,714.630.287,0,0,446.4,1.238.713.732,80.242.408,0,0,0,510.231.515,0,0,200.280.253,0,0,0,441.9,0,1.050.323.764,13.109.875,0,60,51.758.072,0,3.912.679.866,35064.32,100143.63,100.05,0,2.084.911.459,0,0,0,1.547.106.205,1150,0,0,0,0,0,0,0,0,1.695.454.494,0,0,0,0,1875,862,0,0,571,2325,500,0,0,0,900,829,0,0,54002,572,0,561,0,619400,5987,37379,113398,105591,315625,580,0,32780,0,115229,13800,437015,30118,0,15578,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,119,14,0,0,39,0,0,13,10,1,0,0,0,2,49,0,0,0,26,673,0,114,0,0,0,0,0,0
2012,LA GUAJIRA,0,0,18119,0,0,0,0,2742,0,0,0,350,0,0,0,0,0,0,2730,0,21798,0,178,1799,24470,7540,10314,1619,0,110,0,0,0,0,0,0,0,0,0,0,0,0,3.083.136,166.546.041,0,0,0,0,352.446.342,0,0,0,415.2,0,15.432.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.368.907.665,0,0,0,775.521.177,0,15.432.378,4.827.365,13781.22,8.195.435,0,8.047.169.027,861.384,618.383.934,287.679.348,0,0,0,0,0,0,0,0,0,0,3.735.074.964,0,0,0,0,595,279,0,0,3,1965,0,0,0,0,388,0,0,0,6780,0,0,0,0,87300,2635,769,6485,14545,46255,26823,61,1435,76,9950,2871,93597,35150,73,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,4,0,0,9,0,0,3,6,0,0,0,0,1,0,0,0,0,6,0,0,19,0,0,0,0,0,0
2010,GUAVIARE,0,134,2925,7,0,11,0,0,0,0,0,0,246,0,0,0,0,29,2157,0,4524,0,802,669,5808,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,264.710.998,260.074.176,0,131.855.876,24.943.525,95.339.619,110.042,0,0,0,0,0,0,0,100.368,171.915.648,0,640.665,0,0,0,39.197.431,319.83,0,0,0,0,0,0,0,0,0,0,0,0,0,10.647.175,440,0,595.009.579,1805.37,3.919.817,0,0,1369.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7.156.763.453,0,0,0,0,360,199,0,18,0,0,0,15,200,0,0,0,0,0,4345,0,0,32,0,0,432,2486,1997,4903,10658,0,0,145,0,480,525,16520,339,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,2,0,0,12,0,3,0,0,0,3,1,0,0,0,0,0,0,0,32,0,19,0,0,0,0,0,0
2010,MAGDALENA,0,717,13550,9,0,2,0,0,0,0,0,0,506,0,0,0,0,1341,2022,1296,59912,0,588,3393,102715,16901,0,0,0,0,0,0,0,0,0,0,0,0,0,2.138.848.719,1.359.095.665,0,331.590.222,132.434.905,12.773.548,1.846,0,0,0,0,0,0,0,206.448,92.723.286,0,2.863.776,0,0,0,595.423.755,793.5,0,0,0,0,0,91.871.614,0,0,0,0,3265,0,0,165.436.816,710.719.208,0,1.768.024.641,12218.93,69.086.585,0,0,9.708.488.922,0,0,0,0,0,0,0,0,0,0,0,0,0,896.115.694,0,0,0,0,960,83,0,78,0,0,0,17,496,1171,0,0,0,0,42227,0,800,247,4718,0,1845,2218,12371,35205,223121,0,0,1157,0,65486,8595,152520,3136,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,60,6,0,0,4,0,4,0,0,0,10,2,7,0,0,0,0,6,3,283,0,27,0,0,0,0,0,0
2013,CASANARE,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,22806,33278,0,6,0,0,0,0,0,889,11791,18925,4387,0,94,0,33278,37390,0,0,0,0,72.667.051,151.563.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.546.182,0,0,0,0,0,0,2.192.533.087,3.537,0,27.500.175,0,0,0,7815.55,4824.09,2025.73,0,48.64,0,353.8,1.612.202.323,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91299,0,0,20,0,0,0,0,415,3,1133,0,32218,6417,43,0,3066,111,0,0,8081,33427,21840,0,649,794,162,192,358,439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,BOLÍVAR,0,0,102370,0,0,0,0,10906,0,0,0,3122,0,0,0,0,0,0,5040,0,137512,0,920,13192,276338,32118,0,16900,0,4516,0,0,0,0,0,0,0,0,0,0,0,0,7.391.202,887.902.723,0,0,0,0,1.735.926.089,0,0,0,3677.6,0,1.100.295.954,0,0,120.8,0,0,0,0,0,0,0,0,0,0,0,0,5.669.224.416,0,2.887.127.616,0,0,0,156.732.338,0,1.221.095.954,19400.14,147209.37,0,0,275.457.176,702.708,800.506.008,1.542.705.496,459.574.454,0,0,0,0,0,0,0,0,0,2.303.101.555,0,0,0,0,1444,1590,0,0,372,3676,0,0,0,2424,1948,0,0,6968,4542,1968,0,0,0,542050,16978,3158,47720,60860,491218,0,86,4598,62,135988,11658,367640,71018,286,560,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,10,0,0,52,0,0,14,10,0,0,0,6,4,0,0,2,0,26,0,0,88,0,0,0,0,0,0
2012,CALDAS,0,0,8447,0,0,0,0,1238,0,0,0,462,590,0,0,0,0,0,210,0,26211,0,111,1566,22572,4978,5490,5207,0,1358,0,0,0,0,0,0,0,0,0,30.501.712,0,0,612.465,683.066.645,0,0,0,0,2.752.682.547,0,0,0,538.8,596.496,408.417.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241.539.293,0,5.850.557.754,0,0,0,48.031.979,0,408.417.285,2916.02,11086.36,2.973.515,0,1.128.247.472,5.667,100.117,426.915.511,0,0,0,0,0,0,0,0,0,0,2.790.767.207,0,0,0,0,175,289,0,0,0,1765,0,0,0,282,0,0,0,2052,0,485,0,0,0,89833,4388,403,4809,8694,36694,9519,11,1824,5,8623,6241,120153,29797,64,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,6,1,0,0,14,0,0,0,5,0,0,0,1,0,0,0,5,0,15,0,0,25,0,0,0,0,0,0
2012,AMAZONAS,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,1051,0,21,40,1517,166,1974,0,0,13,0,0,0,0,0,0,0,0,400,0,0,0,612.465,2.913.418,0,0,0,0,0,0,0,0,0,0,152.734.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.785.274,0,0,0,446.792,0,152.734.474,114.88,894.905,1.444.645,0,991.725,0,11.334,0,0,0,1020,0,0,0,0,0,0,0,4.410.942.914,0,0,0,0,153,148,0,0,4,262,0,0,0,0,0,0,0,0,0,0,0,0,0,4546,414,67,111,308,2963,4714,1,24,0,252,581,8434,1752,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0
2011,CASANARE,0,202,3627,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24780,0,107,599,26585,3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.653.353.309,0,60.337.064,30.210.978,2.738.761,0,0,0,0,0,0,0,0,0,31.884.856,0,0,97.6,0,0,0,0,0,0,0,0,21.260.147,0,0,0,0,0,1000,0,0,0,0,0,150.745.003,2367.82,15.114.475,0,0,162.747.416,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869.337.707,0,0,0,0,140,7,0,0,100,0,0,0,0,0,0,88,0,0,0,0,0,29,0,91417,195,330,1959,7057,47229,0,0,245,0,3774,150,33775,1080,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6,0,0,0,1,34,0,9,0,0,0,0,0,0
2011,ATLÁNTICO,0,249,20743,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,0,68154,0,97,4096,123356,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195.983.568,4.632.469.511,0,370.641.962,192.102.587,29.58,0,0,0,0,0,0,0,0,0,66.994.894,0,0,248.6,1.040.429.887,0,0,0,0,485.942.828,0,0,12.079.629,0,0,0,0,0,3.006.789.671,0,0,0,473.432,0,1.854.047.238,4554.1,68360.28,0,0,1.114.918.014,0,0,0,325.723.959,0,0,0,0,0,0,0,0,0,1.072.021.054,0,0,0,0,860,86,0,0,329,2015,0,0,0,0,800,50,0,0,37681,0,0,0,0,273378,3280,310,12917,13609,218381,0,0,1704,0,73523,720,136710,8214,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,109,7,0,0,4,0,0,3,7,0,0,0,0,3,6,0,0,0,11,0,0,23,0,0,0,0,0,0
2013,CHOCÓ,0,0,13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,21458,36217,2,20,0,0,0,334,0,105,7098,19236,12747,0,1766,0,36217,43853,0,0,0,0,212.865.419,101.809.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.484.412,0,0,0,251.885.135,0,0,0,0,0,0,1.648.250.103,18.864,0,149.506.632,0,0,0,8984.09,3278,6030.06,0,967.28,0,111.4,1.990.806.497,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,12161,0,0,0,0,95730,0,6,59,0,0,0,0,298,16,26982,396,134155,30715,36,0,2019,417,0,0,25314,37139,14016,0,383,400,195,4211,128,272,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2013,META,0,0,13376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,0,27019,40154,3,15,0,0,0,0,0,944,8394,32428,19525,0,275,0,40154,65716,0,0,0,0,27.564.009,994.249.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102.542.495,0,0,0,0,0,0,6.010.985.236,56.592,785.214,997.167.546,0,0,0,13.028.115,3344.07,9.422.925,0,165.82,0,553,2.889.211.259,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113569,0,7,48,0,0,0,1,1038,48,14900,0,72275,12273,189,0,6180,567,0,0,35804,57304,14852,0,919,1074,246,727,579,765,40,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2010,RISARALDA,0,106,4924,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6544,0,26778,0,88,783,33162,5325,701,0,0,0,0,0,0,0,0,0,0,0,0,707.817.809,20.403.167,0,117.421.949,4.597.798,0,2.06,0,0,0,0,0,0,0,0,211.101.596,0,294.635.833,0,0,0,73.168.538,400,0,0,0,0,0,0,0,0,0,0,1.344.357.906,0,0,0,635.339.897,0,978.905.967,3754.28,19895.85,463.86,0,212.650.504,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999.705.468,0,0,0,0,360,278,0,81,0,0,0,28,250,62,0,0,0,0,0,0,0,7,0,0,699,305,2701,9639,72037,1344,0,263,0,17793,1630,67229,2698,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,29,3,0,0,13,0,6,0,0,0,7,3,1,0,0,0,0,0,18,7,0,30,0,0,0,0,0,0
2011,SANTANDER,0,465,26399,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,55850,0,428,1980,76300,14112,0,0,627,0,0,0,0,0,0,0,0,0,0,1.790.559.796,862.627.599,0,39.965.533,23355.92,75.752,41.366,0,0,0,0,0,0,0,0,385.242.514,0,0,246.2,1.550.950.345,0,0,0,0,861.224.147,2.143.439.029,0,201.005.029,0,0,0,151.8,0,2.832.129.871,0,0,0,656.046,0,5.388.061.062,8794.37,42.604.845,0,0,8.189.835.492,0,0,0,7.582.037.321,0,0,0,0,0,0,0,0,0,7.019.950.438,0,0,0,0,855,503,0,0,284,2748,0,0,0,280,1500,832,0,2489,23838,198,0,1845,0,197695,8636,1508,6864,25973,132492,0,0,1299,0,52545,4260,150272,4781,0,1022,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,107,7,0,0,19,0,0,3,9,0,0,0,5,6,47,0,1,0,6,2436,0,90,0,0,0,0,0,0
2013,ANTIOQUIA,0,0,96694,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,133497,279500,2,133,0,0,1115,0,0,2356,58976,142769,95148,0,175,0,279500,320900,0,0,0,0,107.968.221,7.513.052.435,0,0,0,0,0,0,0,0,0,86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522.5,0,0,0,0,0,0,0,0,0,0,84.82,0,7.389.547.643,288.855,0,5.218.803.414,700.000.009,0,0,58126.82,23001.76,43.341.915,0,99.93,0,3126.4,1.310.838.272,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,26994,1086,0,0,0,682956,0,3,310,0,0,532,0,13633,250,93196,1188,434372,127245,853,0,22933,1572,120,0,172940,254460,105347,0,6147,9432,931,444,4002,5347,537,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0
2011,CESAR,0,1803,38359,13,0,1,0,0,0,0,0,0,0,0,0,0,0,736,2703,0,61239,0,349,5720,60745,15714,1253,0,266,0,0,0,0,0,0,0,0,0,0,97.512.043,3.336.527.985,0,290.910.842,355.863.285,185.680.163,0.9938,0,0,0,0,0,0,0,0,165.044.954,0,0,0,1.904.275.512,0,0,0,0,0,0,0,32.131.814,0,0,0,0,0,4.184.398.287,0,0,161.922.706,549.999.998,0,2.101.452.277,10057.88,35.913.535,814.65,0,3.331.829.012,0,0,0,2.425.888.189,700,0,0,0,0,0,0,0,0,5.713.622.664,0,0,0,0,675,205,0,0,0,3600,0,0,0,0,0,133,0,0,21277,0,0,105,0,242199,3938,1211,21444,31100,113923,2551,0,5273,0,45649,1530,143750,3648,0,242,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,11,4,0,0,7,0,0,0,14,0,0,0,0,0,12,0,0,0,6,136,0,33,0,0,0,0,0,0
2011,CUNDINAMARCA,0,361,14030,0,0,3,0,0,0,0,0,0,0,0,0,0,0,358,1114,0,71333,0,175,2445,82464,7710,0,0,0,21,0,0,0,0,0,0,0,0,0,1.020.192,6.698.066.301,0,241.348.255,119.697.912,0,31.312,0,0,0,0,0,0,0,0,1.431.776,0,0,687.3,2.703.164.601,0,0,0,0,0,1.376.481.329,0,9.639.544,0,0,0,27.75,0,2.673.331.253,0,0,500,473.523.961,0,500.651.897,4.793.315,45.796.015,0,0,3.395.432.506,0,0,0,0,0,0,0,0,0,0,0,0,0,8.308.198.563,0,0,0,0,560,188,0,0,736,4891,0,0,0,348,0,399,0,1639,23627,46,0,24,0,247720,8201,657,8657,14722,146381,0,0,542,0,29913,6157,225005,6605,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,3,4,0,0,12,0,0,7,21,0,0,0,1,0,51,0,1,0,36,35,0,93,0,0,0,0,0,0
2010,QUINDÍO,0,52,3249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,15145,0,127,734,23966,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132.501.666,965.934,0,62.416.983,2.930.332,8.674,0,0,0,0,0,0,0,0,0,58.972.987,0,181.912.753,0,0,0,18.292.135,740,0,0,0,0,0,0,0,0,0,0,4.219.797.198,0,0,0,150,0,999.177.875,1.875.945,14084.15,0,0,1007.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252.398.872,0,0,0,0,180,70,0,50,0,0,0,7,560,0,0,0,0,0,0,0,600,1,0,0,687,421,2372,5084,39342,0,0,104,0,15235,1008,51315,3593,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,43,2,0,0,6,0,5,0,0,0,3,12,0,0,0,0,0,10,6,1,0,26,0,0,0,0,0,0
2010,VAUPÉS,0,7,151,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,300,0,319,0,55,52,348,142,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120.113,144.2,0,57.735.709,148.947,19.876,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,122.195,251.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.756.839,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,166,198,352,740,0,0,0,0,772,225,5485,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2010,VICHADA,0,14,556,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,586,0,1652,0,192,97,1922,424,0,0,0,0,0,0,0,0,0,0,0,0,0,386.385,288.4,0,73.730.061,516.678,0,0,0,0,0,0,0,0,0,18.768,0,0,355.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,355.925,329.125,1342.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952.988.161,0,0,0,0,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,608,440,883,3715,0,0,0,0,961,158,12955,62,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0
2013,GUAVIARE,0,0,2087,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,4866,4714,0,2,0,0,0,0,0,153,1849,3989,2624,0,0,0,4714,9054,0,0,0,0,145.334.101,14.619.603,0,0,0,0,0,0,0,0,0,48.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.681.974,27.117,0,189.819,0,0,0,1755.32,773.1,1190.71,0,0,0,267.8,4.132.264.101,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18848,0,0,6,0,0,0,0,66,23,541,0,15387,3093,26,0,1104,287,0,0,4835,7372,3534,0,428,450,39,0,315,361,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2012,BOYACÁ,0,0,4070,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,7320,0,102994,0,116,784,115364,4082,0,8986,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,122.493,33.607.833,0,0,0,0,2.126.147.278,0,0,0,0,0,841.108.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601.574.421,0,0,0,1.489.680.188,0,841.108.978,2590.43,62503.39,0,0,9.071.194.126,45.336,153.009,5.009.628,0,0,0,0,0,0,0,0,0,0,9.568.899.366,0,0,0,0,282,1110,0,0,10,13822,0,0,0,0,464,0,0,0,0,0,0,0,0,337608,15406,380,2432,8014,205400,0,18,1550,4,72124,10702,265470,30288,86,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,2,0,0,36,0,0,8,66,0,0,0,0,2,0,0,0,0,22,0,0,112,0,0,0,0,0,0
2012,MAGDALENA,0,0,33994,0,0,0,0,5070,0,0,0,878,1043,0,0,0,0,0,420,0,64310,0,112,4129,87559,16894,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083.136,2.974.351.895,0,0,0,0,8.532.637.508,0,0,0,1023.4,1207.68,400.863.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320,0,0,0,170.359.953,0,400.863.568,10435.28,49585.14,0,0,2.232.865.143,79.338,608.555,78.813.467,0,1000,0,0,0,0,0,0,0,0,7.777.599.463,0,0,0,0,564,728,0,0,2,2283,0,0,0,618,559,0,0,2388,7290,0,0,0,0,246252,6578,465,14588,32664,162052,0,50,4090,7,61676,10494,152522,23608,151,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,4,0,0,14,0,0,2,6,0,0,0,3,1,0,0,1,0,4,0,0,27,0,0,0,0,0,0
2011,VICHADA,0,37,1054,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1638,0,150,67,1568,379,0,0,0,0,0,0,0,0,0,0,0,0,0,7.279.238,618.797.962,0,75.421.329,8.575.145,0,0,0,0,0,0,0,0,0,22.44,0,0,0,0,0,0,0,0,0,0,0,0,14.978.741,0,0,0,0,0,0,0,0,0,0,0,14.978.741,239.315,897.61,0,0,1.542.528,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234.604.308,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,33,0,7177,62,481,217,765,2909,0,0,19,0,960,165,12955,60,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,0,3,0,0,0,0,0,0
2010,BOLÍVAR,0,325,15921,8,0,2,0,0,0,0,0,0,13,135,0,0,0,120,8421,679,62161,0,1127,5443,167300,15570,0,0,958,0,0,0,0,0,0,135,0,0,0,2.806.868.421,642.083.666,0,530.154.248,151.428.455,117.742.954,19.168,0,0,0,0,0,0,0,7.8,60.917.577,0,1.479.935.442,0,191.361.011,0,869.995.038,800,0,0,0,0,0,96.393.482,896.908.357,0,0,0,3.243.058.175,0,0,159.7,1.909.116.637,0,3.402.209.068,11.166.725,113480.86,0,0,361.771.226,0,0,0,28.417.194,0,0,0,0,0,0,0,896.908.357,0,1.378.164.653,0,0,0,0,1560,53,0,405,0,359,0,295,500,530,0,0,0,0,39108,0,1200,322,2437,0,2142,3921,21327,31804,320838,0,0,352,0,82583,5520,183914,5132,0,1494,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,55,10,0,0,5,0,8,0,2,0,16,2,1,0,0,0,0,11,4,345,0,34,0,0,0,0,0,0
2011,RISARALDA,0,165,10328,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,27901,0,105,914,29201,5226,657,0,0,0,0,0,0,0,0,0,0,0,0,51.104.475,3.147.185.004,0,96.970.281,89.371.367,104.088,70.474,0,0,0,0,0,0,0,0,299.588.859,165.863.671,0,204.8,0,0,0,0,0,411.798.014,1.522.418.371,0,488.017,0,0,0,123.9,0,1.967.323.333,0,0,0,300,0,2.653.270.614,3135.37,15117.95,406.44,0,2.677.168.152,0,0,0,0,0,0,0,0,0,0,0,0,0,4.201.817.898,0,0,0,0,225,157,130,0,313,0,0,0,0,0,700,202,0,1789,0,214,0,4,0,99058,3291,381,2977,9416,48318,1250,0,382,0,16936,2145,72229,3418,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,47,2,0,0,22,6,0,8,0,0,0,0,0,2,12,0,1,0,11,4,0,51,0,0,0,0,0,0
2011,CAQUETÁ,0,588,25164,8,0,148,0,0,0,0,0,0,0,0,0,0,0,0,900,0,28914,0,3348,3010,25803,15202,0,0,0,0,0,0,0,0,0,0,0,0,0,18.279.649,1.093.433.646,0,38.603.286,220.165.063,95.348.814,1.552.362,0,0,0,0,0,0,0,0,76.718.628,0,0,0,43.165.217,0,0,0,0,277.681.532,0,0,47.352.146,0,0,0,0,0,3.078.069.043,0,0,0,370.382.427,0,444.917.523,9.682.065,14.536.395,0,0,5.814.208.278,0,0,0,261.333.334,0,0,0,0,0,0,0,0,0,2.877.747.484,0,0,0,0,780,78,0,0,0,68,0,0,0,0,500,196,528,0,25363,0,0,86,0,107915,1370,10991,10272,28551,46286,0,0,901,0,10806,1200,68853,1926,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,13,6,0,0,6,0,0,0,3,0,0,0,0,1,16,2,0,0,7,98,0,28,0,0,0,0,0,0
